id,date,bedrooms,price,standard,sqft_lot
3421079032,2015-02-17,1,75000.0,low_standard,43377
40000362,2014-05-06,2,78000.0,low_standard,16344
8658300340,2014-05-23,1,80000.0,low_standard,5050
3028200080,2015-03-24,2,81000.0,low_standard,9975
3883800011,2014-11-05,3,82000.0,low_standard,10426
1623049041,2014-05-08,2,82500.0,low_standard,22334
7999600180,2014-05-29,2,83000.0,low_standard,8580
1523049188,2015-04-30,2,84000.0,low_standard,20130
1322049150,2015-03-05,2,85000.0,low_standard,9753
2422049104,2014-09-15,2,85000.0,low_standard,9000
1788900230,2014-07-22,3,86500.0,low_standard,9480
9320900420,2014-10-14,3,89000.0,low_standard,4750
1721801591,2015-02-19,1,89950.0,low_standard,4080
2114700500,2015-04-18,1,90000.0,low_standard,4120
2734100835,2015-03-03,1,90000.0,low_standard,4000
1049010620,2014-05-13,2,90000.0,low_standard,2640
4239400300,2014-11-29,3,90000.0,low_standard,2490
1423049019,2014-05-23,2,90000.0,low_standard,7500
795000765,2014-06-16,2,92000.0,low_standard,5500
2724200705,2014-12-12,2,95000.0,low_standard,8550
6929602721,2015-04-08,2,95000.0,low_standard,7000
7335400215,2015-05-05,1,95000.0,low_standard,5746
6198400218,2014-09-19,2,95000.0,low_standard,20450
1788800630,2014-10-29,3,96500.0,low_standard,12091
5128000010,2015-01-05,2,99000.0,low_standard,8236
3751600030,2014-07-17,2,100000.0,low_standard,17334
6146600170,2014-07-03,2,100000.0,low_standard,5240
7224000980,2014-06-10,4,100000.0,low_standard,2685
8856000545,2014-05-07,2,100000.0,low_standard,22000
1900000195,2014-06-30,2,100000.0,low_standard,7623
7813200115,2014-09-04,2,100000.0,low_standard,6426
123039604,2014-07-01,2,102500.0,low_standard,4320
723049326,2014-12-08,2,104950.0,low_standard,8254
1788800610,2014-09-02,3,105000.0,low_standard,8400
4311700120,2015-03-17,3,105000.0,low_standard,18109
2023049218,2014-07-16,2,105500.0,low_standard,7740
7211402105,2014-11-26,1,106000.0,low_standard,5700
7899800045,2014-08-28,3,107000.0,low_standard,5120
7899800450,2014-08-28,2,107000.0,low_standard,4720
7129800036,2015-01-14,2,109000.0,low_standard,6900
9200000050,2014-09-18,2,109500.0,low_standard,10625
5111400086,2014-05-12,3,110000.0,low_standard,53143
3361401011,2015-02-19,2,110000.0,low_standard,6120
8018600880,2014-06-11,2,110000.0,low_standard,15000
4337000160,2015-01-27,2,110000.0,low_standard,7590
2853600155,2014-09-15,1,110000.0,low_standard,10280
1278000210,2015-03-11,2,110000.0,low_standard,4524
5381000048,2015-04-27,2,110000.0,low_standard,8250
3806000005,2014-10-30,2,110000.0,low_standard,4746
2123049114,2014-05-19,2,110700.0,low_standard,8064
8698100170,2015-02-11,2,111300.0,low_standard,6000
2648500030,2014-07-25,1,112000.0,low_standard,3230
7889600230,2014-10-17,2,114000.0,low_standard,5200
892000025,2014-07-10,2,114975.0,low_standard,6250
8151600101,2015-01-16,2,115000.0,low_standard,7252
4031000520,2014-07-08,1,115000.0,low_standard,9812
795000620,2014-09-24,3,115000.0,low_standard,6250
104500730,2015-02-24,3,115000.0,low_standard,7942
3356403820,2014-12-05,2,115000.0,low_standard,16524
623049232,2014-07-15,2,115000.0,low_standard,7980
7889601320,2014-07-25,2,115000.0,low_standard,6000
1545807810,2014-10-21,1,118000.0,low_standard,7957
1446403850,2014-09-16,2,118125.0,low_standard,7153
3821200050,2014-06-04,3,119500.0,low_standard,11000
3352402250,2014-10-21,2,119900.0,low_standard,3180
3122069029,2014-06-19,2,120000.0,low_standard,39964
7893203565,2014-10-27,3,120000.0,low_standard,7500
2621600015,2015-01-21,3,120000.0,low_standard,8924
7972000010,2014-05-20,3,120750.0,low_standard,9628
8151600470,2014-08-04,2,121800.0,low_standard,8384
7454000145,2015-03-06,2,122000.0,low_standard,6840
1917300025,2015-01-27,2,122000.0,low_standard,6000
1446401460,2015-04-22,2,122000.0,low_standard,5280
4438000165,2015-04-20,2,122000.0,low_standard,6728
1446403617,2014-07-02,2,123000.0,low_standard,6600
1950900245,2014-12-26,3,123300.0,low_standard,8050
3598600049,2014-10-03,1,124000.0,low_standard,7203
795000620,2014-12-15,3,124000.0,low_standard,6250
3353402400,2015-03-26,2,124500.0,low_standard,6480
6600410170,2014-05-28,3,124740.0,low_standard,15600
1450100390,2014-09-05,3,125000.0,low_standard,7314
6303401150,2014-09-24,2,125000.0,low_standard,8382
3501100050,2014-12-10,3,125000.0,low_standard,4800
859000110,2014-10-02,1,125000.0,low_standard,7440
7140800100,2014-10-14,3,125000.0,low_standard,7276
1352300990,2014-08-26,1,126000.0,low_standard,4400
723049530,2015-05-05,3,126500.0,low_standard,12212
421049114,2014-10-09,3,128000.0,low_standard,11117
1898700050,2015-04-28,3,128000.0,low_standard,9690
8651411260,2014-11-13,2,128000.0,low_standard,5393
7116000350,2014-07-18,3,128750.0,low_standard,7004
6146600175,2014-11-07,2,129000.0,low_standard,5240
87000213,2014-06-13,2,129000.0,low_standard,30184
2722059292,2014-06-04,1,129000.0,low_standard,15364
4337600205,2014-11-12,2,129888.0,low_standard,9900
13001215,2015-03-05,3,130000.0,low_standard,5100
2500600289,2015-04-16,2,130000.0,low_standard,7500
9272202260,2014-09-24,3,130000.0,low_standard,7000
41000454,2014-08-15,2,130000.0,low_standard,9000
1238500451,2015-02-09,3,130000.0,low_standard,7520
2354300456,2015-03-11,2,130000.0,low_standard,1500
7973202712,2015-03-24,2,130000.0,low_standard,5300
6450302546,2014-10-21,2,130000.0,low_standard,6654
4014400237,2014-05-23,3,132500.0,low_standard,10500
6303401050,2015-02-20,3,132500.0,low_standard,8573
8651402750,2015-02-18,3,132825.0,low_standard,5200
7129304540,2014-12-20,5,133000.0,low_standard,5600
1697000400,2015-03-30,3,133000.0,low_standard,9115
9320901250,2014-09-10,3,133400.0,low_standard,2550
3361402041,2014-10-30,3,134000.0,low_standard,8508
5061300030,2014-05-08,2,134000.0,low_standard,5000
179001101,2015-01-05,3,135000.0,low_standard,3000
7335400345,2014-05-28,2,135000.0,low_standard,6685
985001015,2014-06-04,1,135000.0,low_standard,13062
723049158,2015-03-13,4,135000.0,low_standard,18599
2522069064,2014-10-27,2,135000.0,low_standard,7250
3361400980,2015-05-12,2,135000.0,low_standard,6120
3298701025,2015-04-27,2,135000.0,low_standard,5217
5560000650,2014-12-02,3,135000.0,low_standard,8450
1951600250,2015-04-06,3,135000.0,low_standard,9600
2586800140,2014-11-18,2,135000.0,low_standard,7609
3352400661,2014-11-10,2,135900.0,low_standard,3800
8945100320,2014-05-06,3,136500.0,low_standard,8580
7140600225,2015-02-17,3,137000.0,low_standard,10125
7972604345,2014-05-19,3,137000.0,low_standard,7620
2323059074,2014-07-09,3,137124.0,low_standard,27442
9368700270,2015-04-01,3,137900.0,low_standard,5082
7227500910,2014-06-24,2,139000.0,low_standard,5280
3751600025,2014-05-14,3,139000.0,low_standard,17334
3512100050,2015-02-24,4,139000.0,low_standard,10648
5466310060,2015-03-24,2,139500.0,low_standard,1561
9543000205,2015-04-13,0,139950.0,low_standard,4269
7468900270,2014-07-29,3,140000.0,low_standard,10114
7888000390,2014-06-27,3,140000.0,low_standard,7473
1922059010,2015-01-21,2,140000.0,low_standard,6052
7399100210,2014-11-26,3,140000.0,low_standard,2002
7875200005,2015-01-15,3,140000.0,low_standard,10560
7686203275,2015-02-27,3,140000.0,low_standard,8000
3340401535,2014-11-05,1,140000.0,low_standard,6890
1951500030,2015-02-04,3,140000.0,low_standard,10620
7614100080,2015-02-11,3,140000.0,low_standard,8991
4006000401,2014-08-11,2,140000.0,low_standard,6400
7227500865,2014-05-19,2,141800.0,low_standard,4743
3980300371,2014-09-26,0,142000.0,low_standard,20875
1735800050,2015-04-09,1,142500.0,low_standard,6825
4330600360,2014-06-17,4,142500.0,low_standard,13300
4239400960,2014-12-12,3,143000.0,low_standard,3315
6197200021,2014-11-06,3,144000.0,low_standard,6800
1432400345,2015-04-21,3,144000.0,low_standard,8314
7686205020,2015-03-12,2,144975.0,low_standard,7500
745000005,2014-08-25,1,145000.0,low_standard,9750
2870000040,2014-11-10,2,145000.0,low_standard,8125
6099400053,2014-05-29,3,145000.0,low_standard,5490
1922059278,2014-10-14,3,145000.0,low_standard,11880
1432400490,2015-04-01,3,145600.0,low_standard,7560
9320900610,2014-12-31,3,146000.0,low_standard,4770
111000190,2015-02-09,2,146000.0,low_standard,9750
3977630130,2015-03-25,3,146300.0,low_standard,9668
3306200230,2015-03-03,3,147000.0,low_standard,9606
3347400525,2014-12-16,3,147000.0,low_standard,14000
422049178,2015-02-12,3,147200.0,low_standard,9600
1823049182,2014-09-15,3,147400.0,low_standard,9225
8802400416,2015-02-13,3,147500.0,low_standard,8498
7138000170,2015-01-02,3,147500.0,low_standard,10125
1865800250,2014-12-04,3,147500.0,low_standard,6552
2114700615,2014-07-08,2,148000.0,low_standard,4200
123039336,2014-06-11,1,148000.0,low_standard,8261
1682000350,2014-07-08,3,148226.0,low_standard,7360
2891000610,2014-12-11,4,148900.0,low_standard,6000
723049156,2014-05-23,3,149000.0,low_standard,8645
4239400920,2014-09-22,3,149000.0,low_standard,2800
9536601996,2014-06-10,3,149500.0,low_standard,9450
3530530110,2015-02-17,2,149900.0,low_standard,1950
8651430370,2015-04-25,3,150000.0,low_standard,5200
522069097,2014-11-25,2,150000.0,low_standard,212137
2788400020,2014-07-10,3,150000.0,low_standard,9527
5126900310,2015-03-25,2,150000.0,low_standard,7200
2113701095,2014-07-17,2,150000.0,low_standard,4045
1437500015,2014-07-09,3,150000.0,low_standard,38500
8698600395,2015-03-24,2,150000.0,low_standard,5208
4058802105,2014-09-04,3,150000.0,low_standard,6776
1843200350,2014-07-22,2,150000.0,low_standard,1934
6031400013,2014-06-16,3,150000.0,low_standard,8056
3395800455,2014-06-25,2,150000.0,low_standard,8100
5126900100,2014-09-23,2,150000.0,low_standard,7275
2976800749,2014-10-31,4,150000.0,low_standard,7254
5062300280,2015-04-16,3,150000.0,low_standard,6488
7200179,2014-10-16,2,150000.0,low_standard,12750
425000230,2014-12-30,2,150000.0,low_standard,5700
3089000005,2014-07-24,2,150000.0,low_standard,54000
7888000400,2014-06-03,3,150000.0,low_standard,8220
7116000425,2014-11-25,2,150000.0,low_standard,4120
4031000250,2014-06-26,3,150000.0,low_standard,9612
3426079024,2014-05-21,3,150000.0,low_standard,25000
4302201045,2014-05-28,3,150000.0,low_standard,7680
1723049567,2014-07-30,3,150000.0,low_standard,24684
2873000260,2015-03-05,3,150000.0,low_standard,7210
523049195,2014-05-22,2,150000.0,low_standard,10270
8864000250,2014-08-27,4,150550.0,low_standard,6061
2114700090,2015-03-01,2,151000.0,low_standard,5040
7227500830,2014-05-28,2,151000.0,low_standard,4222
7520000695,2014-11-04,3,151100.0,low_standard,4495
3423059081,2014-10-09,2,151600.0,low_standard,16988
1822059057,2014-07-25,2,152000.0,low_standard,13500
5147600095,2015-01-21,3,152000.0,low_standard,7754
1113000430,2014-07-29,3,152000.0,low_standard,10464
8651442810,2014-07-10,3,152000.0,low_standard,4875
4239400730,2014-06-25,3,152000.0,low_standard,3264
3163600076,2014-07-30,1,152275.0,low_standard,6871
4239400840,2014-10-29,3,152500.0,low_standard,3523
4222310010,2014-12-26,4,152500.0,low_standard,7350
2420069017,2015-03-24,1,152900.0,low_standard,4368
7812801115,2014-06-13,3,153000.0,low_standard,6405
4337600005,2015-02-03,2,153000.0,low_standard,9000
4168000060,2015-02-26,3,153000.0,low_standard,10500
7568700480,2015-03-23,2,153000.0,low_standard,10152
4356200210,2015-03-18,3,153500.0,low_standard,4810
818500490,2014-10-09,2,153503.0,low_standard,3649
4045500130,2014-09-09,2,154000.0,low_standard,20524
3356403304,2014-10-16,3,154000.0,low_standard,9997
7973202225,2015-01-06,4,154200.0,low_standard,8640
4383500030,2014-09-24,3,154500.0,low_standard,9465
3802000020,2014-07-09,4,154950.0,low_standard,10183
418000310,2014-05-14,2,155000.0,low_standard,5200
7883603425,2014-05-29,3,155000.0,low_standard,6250
2329700440,2014-10-27,3,155000.0,low_standard,8400
7883607645,2014-06-02,1,155000.0,low_standard,6000
4006000307,2014-09-16,2,155000.0,low_standard,4755
2626119062,2014-11-12,3,155000.0,low_standard,6098
1437500035,2014-10-10,2,155000.0,low_standard,43056
1443500385,2014-05-13,2,155000.0,low_standard,6232
7116500705,2015-01-29,2,156000.0,low_standard,5889
3674400035,2014-05-12,3,156000.0,low_standard,8580
5379804730,2014-07-18,3,156000.0,low_standard,9750
8655900162,2015-02-19,1,156000.0,low_standard,15000
3163600015,2015-01-28,2,156000.0,low_standard,4000
3812400202,2014-11-14,2,156000.0,low_standard,6138
2538800030,2015-02-17,2,156601.0,low_standard,9750
922049078,2014-11-18,1,157000.0,low_standard,26326
937000330,2014-12-24,3,157000.0,low_standard,11530
795000620,2015-03-11,3,157000.0,low_standard,6250
3422059085,2015-03-24,2,157340.0,low_standard,23000
7883600700,2015-01-22,2,157500.0,low_standard,4500
1123049027,2015-03-19,3,157500.0,low_standard,27008
522059327,2014-05-28,2,157500.0,low_standard,9003
2329600040,2014-11-18,3,158000.0,low_standard,8925
7129300595,2015-05-06,3,158000.0,low_standard,6090
6083000123,2015-05-04,3,158000.0,low_standard,10477
7697870600,2014-09-09,3,158000.0,low_standard,7200
8857600780,2014-10-03,5,158550.0,low_standard,8100
2641800015,2014-11-24,3,158800.0,low_standard,8291
1823059030,2014-08-18,3,159000.0,low_standard,6534
3356403400,2014-07-24,3,159000.0,low_standard,20000
7812800515,2014-10-25,4,159075.0,low_standard,6200
7812800855,2015-03-11,2,159100.0,low_standard,7095
8581400450,2014-10-28,2,159995.0,low_standard,5026
1099600620,2015-03-26,3,160000.0,low_standard,6497
2599700040,2014-12-30,4,160000.0,low_standard,7350
8945300290,2015-02-26,3,160000.0,low_standard,8976
7135300026,2014-12-24,2,160000.0,low_standard,4750
7338000150,2015-01-29,2,160000.0,low_standard,4200
3298700820,2014-10-24,3,160000.0,low_standard,5355
2019200220,2014-09-23,3,160000.0,low_standard,8682
2172000750,2014-05-27,2,160000.0,low_standard,9350
7888100090,2014-09-25,4,160000.0,low_standard,7298
9265410090,2014-10-08,3,160000.0,low_standard,8006
3812400657,2014-12-04,3,160000.0,low_standard,8360
1311400120,2014-08-01,3,160000.0,low_standard,7392
6146600185,2014-05-07,2,160000.0,low_standard,13100
1871400585,2015-04-22,2,160000.0,low_standard,13647
423049067,2015-02-05,2,160000.0,low_standard,7742
3336001316,2014-11-06,2,160000.0,low_standard,4500
5029451010,2014-07-11,3,160000.0,low_standard,7000
2005600090,2014-05-14,3,160000.0,low_standard,11900
522039106,2014-06-06,3,160000.0,low_standard,103237
1202000140,2014-12-10,3,160000.0,low_standard,8000
9133600135,2015-02-11,4,160000.0,low_standard,14722
2626119028,2015-03-23,3,160000.0,low_standard,3240
2008200060,2014-06-24,3,160000.0,low_standard,9600
5466300130,2014-09-17,2,160000.0,low_standard,2258
4140900270,2015-04-27,2,160000.0,low_standard,23030
8649400790,2015-01-13,3,160000.0,low_standard,18552
4435000705,2014-07-08,3,160000.0,low_standard,8700
3384300100,2014-12-26,3,160134.0,low_standard,10116
6056100150,2014-06-23,3,160797.0,low_standard,2356
1523049207,2014-08-05,4,161000.0,low_standard,8043
3021059155,2014-12-12,3,161500.0,low_standard,6000
1099760470,2014-06-04,4,161700.0,low_standard,7200
7227801955,2014-09-19,4,162000.0,low_standard,7641
9211500730,2015-02-18,3,162000.0,low_standard,6750
6151800612,2015-01-07,4,162000.0,low_standard,16638
5126900200,2015-04-29,2,162248.0,low_standard,8960
2690600005,2014-10-01,2,162500.0,low_standard,6141
1311800130,2015-01-23,3,162500.0,low_standard,7417
3530420020,2014-07-11,2,162950.0,low_standard,2784
2724201202,2015-03-04,2,163000.0,low_standard,7543
6147600040,2015-02-24,3,163000.0,low_standard,4811
1443501020,2014-11-13,2,163250.0,low_standard,8150
7468900235,2014-10-22,3,163500.0,low_standard,7200
6661200320,2014-07-23,2,163500.0,low_standard,3419
2724049222,2014-08-02,2,163800.0,low_standard,1092
2599000370,2014-11-03,3,164000.0,low_standard,8250
8651442440,2014-10-23,4,164000.0,low_standard,4875
5476200160,2014-07-25,3,164808.0,low_standard,5411
1219000473,2014-06-26,3,164950.0,low_standard,15330
3333002450,2014-07-08,1,165000.0,low_standard,8050
1432400120,2014-11-11,3,165000.0,low_standard,7690
7211401610,2014-08-20,3,165000.0,low_standard,5000
3969300030,2014-07-23,4,165000.0,low_standard,7134
3004800175,2015-04-16,3,165000.0,low_standard,5156
123039279,2014-07-11,2,165000.0,low_standard,7768
7149410060,2014-08-20,3,165000.0,low_standard,7200
3365901435,2014-06-23,3,165000.0,low_standard,13100
2698200010,2015-05-13,3,165000.0,low_standard,7334
425200205,2014-10-03,3,165000.0,low_standard,10152
3751604895,2014-06-05,3,165000.0,low_standard,19200
5466310730,2014-08-22,3,165000.0,low_standard,2415
7657000540,2014-09-02,4,165000.0,low_standard,7980
3438503045,2015-01-20,2,165000.0,low_standard,6380
2822049210,2014-08-25,3,165000.0,low_standard,22764
4435600330,2014-07-26,3,165000.0,low_standard,8700
9189700255,2015-01-05,3,165000.0,low_standard,7503
7696600240,2014-10-23,3,165000.0,low_standard,7742
1446400725,2014-06-10,3,165000.0,low_standard,6600
2320069248,2014-07-01,3,165050.0,low_standard,8514
7812800681,2015-01-02,2,166000.0,low_standard,8487
3751600146,2014-10-23,1,166000.0,low_standard,17332
6082400083,2015-04-30,3,166000.0,low_standard,11675
1865820370,2014-11-13,3,166600.0,low_standard,8690
1432600560,2014-11-05,3,166950.0,low_standard,8820
4331000265,2014-09-26,3,167000.0,low_standard,7456
8649401270,2015-04-30,1,167000.0,low_standard,10235
7338000730,2014-07-28,3,167000.0,low_standard,5547
3332000195,2014-09-24,3,167500.0,low_standard,3090
3830210020,2014-07-29,3,168000.0,low_standard,7210
880000005,2014-05-22,2,168000.0,low_standard,2174
2892700041,2014-07-14,3,168000.0,low_standard,7439
3530430155,2014-05-30,2,168000.0,low_standard,3568
8856004415,2015-03-25,3,168000.0,low_standard,8000
8092000330,2014-05-28,3,168500.0,low_standard,10125
923049110,2015-01-29,2,168500.0,low_standard,7742
121039038,2014-08-19,3,169000.0,low_standard,18459
6669020290,2014-10-23,3,169000.0,low_standard,9775
5556900080,2014-09-26,3,169000.0,low_standard,7686
3701900085,2014-08-05,3,169000.0,low_standard,6450
3352402195,2014-07-16,3,169000.0,low_standard,7110
302000375,2014-08-14,3,169100.0,low_standard,18304
5016003230,2015-02-18,2,169317.0,low_standard,4000
7956200220,2014-08-11,3,169500.0,low_standard,10023
5126900405,2014-07-31,2,169500.0,low_standard,7450
7983000200,2014-10-05,3,169575.0,low_standard,8284
8005100360,2014-09-16,3,169900.0,low_standard,5800
3384300160,2014-09-16,3,169950.0,low_standard,9832
5560000480,2014-09-08,3,169950.0,low_standard,8470
3365900465,2015-02-19,3,170000.0,low_standard,10176
226109056,2015-03-26,1,170000.0,low_standard,5600
5083000375,2014-10-27,3,170000.0,low_standard,9529
5379802090,2014-07-14,3,170000.0,low_standard,7015
7686202065,2014-07-23,4,170000.0,low_standard,7500
7466900220,2014-12-12,2,170000.0,low_standard,11400
3445000274,2015-05-13,3,170000.0,low_standard,8710
1788700070,2014-06-27,2,170000.0,low_standard,8424
6303400290,2015-01-26,2,170000.0,low_standard,8636
40000471,2014-06-04,2,170000.0,low_standard,18540
7812800865,2014-11-19,2,170000.0,low_standard,9882
4463400195,2014-07-18,2,170000.0,low_standard,21750
2123049498,2015-01-20,3,170000.0,low_standard,10780
1796100140,2014-07-15,3,170000.0,low_standard,81549
5379804470,2014-06-17,4,170000.0,low_standard,13787
7812800155,2015-03-18,3,170000.0,low_standard,6750
87000245,2014-09-30,3,170000.0,low_standard,42180
8148600020,2014-09-26,2,170000.0,low_standard,6537
203101370,2014-06-30,2,170000.0,low_standard,24792
7849202585,2014-09-04,1,170000.0,low_standard,4560
6874200960,2015-02-27,2,170000.0,low_standard,5265
1446403145,2015-01-22,2,170000.0,low_standard,9900
9352900695,2014-09-22,3,170000.0,low_standard,5670
8898700820,2014-07-07,2,170500.0,low_standard,7700
8643200060,2014-09-23,3,170500.0,low_standard,13939
42000245,2014-06-13,4,171000.0,low_standard,19672
3353402390,2015-05-01,3,171500.0,low_standard,6480
3454800060,2015-01-08,4,171800.0,low_standard,9600
3584000400,2014-12-11,3,172000.0,low_standard,10260
2113700825,2014-07-31,3,172000.0,low_standard,4700
1788700295,2015-03-11,3,172000.0,low_standard,9680
3831200200,2015-04-20,3,172040.0,low_standard,7134
8945100530,2015-03-13,3,172380.0,low_standard,8378
7229700105,2015-04-24,2,172500.0,low_standard,20685
3750604417,2014-05-26,3,172500.0,low_standard,8800
7686203180,2014-08-12,3,172500.0,low_standard,7500
7148200040,2015-02-10,4,173000.0,low_standard,8460
522059013,2014-06-12,2,173000.0,low_standard,10450
3826000560,2014-10-02,2,173000.0,low_standard,8100
6404600006,2014-08-20,3,173250.0,low_standard,9097
7348200195,2014-12-09,3,173250.0,low_standard,12696
3353400120,2014-07-01,2,174000.0,low_standard,13531
179000100,2014-08-26,2,174000.0,low_standard,4854
818500100,2014-06-03,2,174500.0,low_standard,2689
2946003415,2014-05-16,2,174500.0,low_standard,5200
7883606725,2014-11-11,3,174900.0,low_standard,6000
3603000410,2014-12-08,2,174950.0,low_standard,6000
8651441750,2014-05-15,3,174950.0,low_standard,5200
8858100020,2015-03-16,3,175000.0,low_standard,8415
402000110,2014-10-17,2,175000.0,low_standard,5508
2973800030,2014-07-21,3,175000.0,low_standard,6600
7891600260,2014-06-18,2,175000.0,low_standard,5000
1432400095,2014-11-06,3,175000.0,low_standard,7572
5132000140,2014-06-18,6,175000.0,low_standard,5080
2337300370,2015-02-06,3,175000.0,low_standard,8395
5272200005,2015-02-18,2,175000.0,low_standard,6911
6661200050,2014-05-28,2,175000.0,low_standard,2699
4131500140,2015-02-12,5,175000.0,low_standard,8400
6143000020,2014-10-27,3,175000.0,low_standard,17003
1446401190,2015-03-17,2,175000.0,low_standard,6600
9564800145,2014-05-06,3,175000.0,low_standard,7034
835000055,2014-06-20,2,175000.0,low_standard,5130
2613200025,2015-03-13,2,175000.0,low_standard,28270
7200179,2015-04-24,2,175000.0,low_standard,12750
2724049185,2015-03-25,3,175000.0,low_standard,4920
